Date,meta_selic_432,cambio_dolar_1,ipca_mensal_433,saldo_credito_pj_20543,inadimplencia_pj_21086
2023-08-27,13.25,,,,
2023-08-28,13.25,4.8938,,,
2023-08-29,13.25,4.8706,,,
2023-08-30,13.25,4.8653,,,
2023-08-31,13.25,4.9219,,,
2023-09-01,13.25,4.9318,0.26,1433015.0,3.52
2023-09-02,13.25,,,,
2023-09-03,13.25,,,,
2023-09-04,13.25,4.9176,,,
2023-09-05,13.25,4.9705,,,
2023-09-06,13.25,4.9762,,,
2023-09-07,13.25,,,,
2023-09-08,13.25,4.9835,,,
2023-09-09,13.25,,,,
2023-09-10,13.25,,,,
2023-09-11,13.25,4.9366,,,
2023-09-12,13.25,4.9505,,,
2023-09-13,13.25,4.9171,,,
2023-09-14,13.25,4.8751,,,
2023-09-15,13.25,4.8689,,,
2023-09-16,13.25,,,,
2023-09-17,13.25,,,,
2023-09-18,13.25,4.8535,,,
2023-09-19,13.25,4.8575,,,
2023-09-20,13.25,4.8487,,,
2023-09-21,12.75,4.9229,,,
2023-09-22,12.75,4.9131,,,
2023-09-23,12.75,,,,
2023-09-24,12.75,,,,
2023-09-25,12.75,4.9606,,,
2023-09-26,12.75,4.9717,,,
2023-09-27,12.75,5.0289,,,
2023-09-28,12.75,5.0475,,,
2023-09-29,12.75,5.0076,,,
2023-09-30,12.75,,,,
2023-10-01,12.75,,0.24,1410714.0,3.67
2023-10-02,12.75,5.0679,,,
2023-10-03,12.75,5.11,,,
2023-10-04,12.75,5.1526,,,
2023-10-05,12.75,5.1713,,,
2023-10-06,12.75,5.1918,,,
2023-10-07,12.75,,,,
2023-10-08,12.75,,,,
2023-10-09,12.75,5.1666,,,
2023-10-10,12.75,5.0862,,,
2023-10-11,12.75,5.0496,,,
2023-10-12,12.75,,,,
2023-10-13,12.75,5.0625,,,
2023-10-14,12.75,,,,
2023-10-15,12.75,,,,
2023-10-16,12.75,5.0618,,,
2023-10-17,12.75,5.0384,,,
2023-10-18,12.75,5.0568,,,
2023-10-19,12.75,5.054,,,
2023-10-20,12.75,5.0528,,,
2023-10-21,12.75,,,,
2023-10-22,12.75,,,,
2023-10-23,12.75,5.0164,,,
2023-10-24,12.75,5.0065,,,
2023-10-25,12.75,4.9981,,,
2023-10-26,12.75,5.0055,,,
2023-10-27,12.75,4.948,,,
2023-10-28,12.75,,,,
2023-10-29,12.75,,,,
2023-10-30,12.75,5.0074,,,
2023-10-31,12.75,5.0575,,,
2023-11-01,12.75,5.0194,0.28,1414347.0,3.75
2023-11-02,12.25,,,,
2023-11-03,12.25,4.891,,,
2023-11-04,12.25,,,,
2023-11-05,12.25,,,,
2023-11-06,12.25,4.8999,,,
2023-11-07,12.25,4.867,,,
2023-11-08,12.25,4.8855,,,
2023-11-09,12.25,4.9007,,,
2023-11-10,12.25,4.9219,,,
2023-11-11,12.25,,,,
2023-11-12,12.25,,,,
2023-11-13,12.25,4.9247,,,
2023-11-14,12.25,4.8682,,,
2023-11-15,12.25,,,,
2023-11-16,12.25,4.8575,,,
2023-11-17,12.25,4.8849,,,
2023-11-18,12.25,,,,
2023-11-19,12.25,,,,
2023-11-20,12.25,4.8723,,,
2023-11-21,12.25,4.8806,,,
2023-11-22,12.25,4.8968,,,
2023-11-23,12.25,4.8931,,,
2023-11-24,12.25,4.8927,,,
2023-11-25,12.25,,,,
2023-11-26,12.25,,,,
2023-11-27,12.25,4.8951,,,
2023-11-28,12.25,4.8867,,,
2023-11-29,12.25,4.8933,,,
2023-11-30,12.25,4.9355,,,
2023-12-01,12.25,4.9191,0.56,1472416.0,3.31
2023-12-02,12.25,,,,
2023-12-03,12.25,,,,
2023-12-04,12.25,4.9091,,,
2023-12-05,12.25,4.9522,,,
2023-12-06,12.25,4.9031,,,
2023-12-07,12.25,4.8949,,,
2023-12-08,12.25,4.9158,,,
2023-12-09,12.25,,,,
2023-12-10,12.25,,,,
2023-12-11,12.25,4.944,,,
2023-12-12,12.25,4.9476,,,
2023-12-13,12.25,4.958,,,
2023-12-14,11.75,4.8912,,,
2023-12-15,11.75,4.9397,,,
2023-12-16,11.75,,,,
2023-12-17,11.75,,,,
2023-12-18,11.75,4.9399,,,
2023-12-19,11.75,4.8663,,,
2023-12-20,11.75,4.8766,,,
2023-12-21,11.75,4.8755,,,
2023-12-22,11.75,4.8619,,,
2023-12-23,11.75,,,,
2023-12-24,11.75,,,,
2023-12-25,11.75,,,,
2023-12-26,11.75,4.8368,,,
2023-12-27,11.75,4.8306,,,
2023-12-28,11.75,4.8413,,,
2023-12-29,11.75,4.8413,,,
2023-12-30,11.75,,,,
2023-12-31,11.75,,,,
2024-01-01,11.75,,0.42,1421476.0,3.57
2024-01-02,11.75,4.8916,,,
2024-01-03,11.75,4.9212,,,
2024-01-04,11.75,4.9188,,,
2024-01-05,11.75,4.8899,,,
2024-01-06,11.75,,,,
2024-01-07,11.75,,,,
2024-01-08,11.75,4.885,,,
2024-01-09,11.75,4.8937,,,
2024-01-10,11.75,4.8901,,,
2024-01-11,11.75,4.8794,,,
2024-01-12,11.75,4.8543,,,
2024-01-13,11.75,,,,
2024-01-14,11.75,,,,
2024-01-15,11.75,4.8765,,,
2024-01-16,11.75,4.9038,,,
2024-01-17,11.75,4.9346,,,
2024-01-18,11.75,4.9403,,,
2024-01-19,11.75,4.9223,,,
2024-01-20,11.75,,,,
2024-01-21,11.75,,,,
2024-01-22,11.75,4.949,,,
2024-01-23,11.75,4.9715,,,
2024-01-24,11.75,4.9192,,,
2024-01-25,11.75,4.9232,,,
2024-01-26,11.75,4.9125,,,
2024-01-27,11.75,,,,
2024-01-28,11.75,,,,
2024-01-29,11.75,4.9225,,,
2024-01-30,11.75,4.9638,,,
2024-01-31,11.75,4.9535,,,
2024-02-01,11.25,4.935,0.83,1423312.0,3.56
2024-02-02,11.25,4.9471,,,
2024-02-03,11.25,,,,
2024-02-04,11.25,,,,
2024-02-05,11.25,5.0053,,,
2024-02-06,11.25,4.9687,,,
2024-02-07,11.25,4.9608,,,
2024-02-08,11.25,4.9804,,,
2024-02-09,11.25,4.9717,,,
2024-02-10,11.25,,,,
2024-02-11,11.25,,,,
2024-02-12,11.25,,,,
2024-02-13,11.25,,,,
2024-02-14,11.25,4.9723,,,
2024-02-15,11.25,4.971,,,
2024-02-16,11.25,4.9761,,,
2024-02-17,11.25,,,,
2024-02-18,11.25,,,,
2024-02-19,11.25,4.9585,,,
2024-02-20,11.25,4.9408,,,
2024-02-21,11.25,4.9303,,,
2024-02-22,11.25,4.9419,,,
2024-02-23,11.25,4.9851,,,
2024-02-24,11.25,,,,
2024-02-25,11.25,,,,
2024-02-26,11.25,4.9819,,,
2024-02-27,11.25,4.9575,,,
2024-02-28,11.25,4.9557,,,
2024-02-29,11.25,4.9833,,,
2024-03-01,11.25,4.9596,0.16,1470733.0,3.45
2024-03-02,11.25,,,,
2024-03-03,11.25,,,,
2024-03-04,11.25,4.9475,,,
2024-03-05,11.25,4.9488,,,
2024-03-06,11.25,4.9398,,,
2024-03-07,11.25,4.9364,,,
2024-03-08,11.25,4.9751,,,
2024-03-09,11.25,,,,
2024-03-10,11.25,,,,
2024-03-11,11.25,4.9777,,,
2024-03-12,11.25,4.9813,,,
2024-03-13,11.25,4.9803,,,
2024-03-14,11.25,4.9768,,,
2024-03-15,11.25,4.9937,,,
2024-03-16,11.25,,,,
2024-03-17,11.25,,,,
2024-03-18,11.25,5.0124,,,
2024-03-19,11.25,5.0352,,,
2024-03-20,11.25,5.012,,,
2024-03-21,10.75,4.9807,,,
2024-03-22,10.75,4.9897,,,
2024-03-23,10.75,,,,
2024-03-24,10.75,,,,
2024-03-25,10.75,4.9869,,,
2024-03-26,10.75,4.987,,,
2024-03-27,10.75,4.9856,,,
2024-03-28,10.75,4.9962,,,
2024-03-29,10.75,,,,
2024-03-30,10.75,,,,
2024-03-31,10.75,,,,
2024-04-01,10.75,5.0532,0.38,1452275.0,3.54
2024-04-02,10.75,5.0476,,,
2024-04-03,10.75,5.0724,,,
2024-04-04,10.75,5.0237,,,
2024-04-05,10.75,5.052,,,
2024-04-06,10.75,,,,
2024-04-07,10.75,,,,
2024-04-08,10.75,5.0421,,,
2024-04-09,10.75,5.008,,,
2024-04-10,10.75,5.0654,,,
2024-04-11,10.75,5.0765,,,
2024-04-12,10.75,5.1364,,,
2024-04-13,10.75,,,,
2024-04-14,10.75,,,,
2024-04-15,10.75,5.1746,,,
2024-04-16,10.75,5.2635,,,
2024-04-17,10.75,5.2469,,,
2024-04-18,10.75,5.2512,,,
2024-04-19,10.75,5.2269,,,
2024-04-20,10.75,,,,
2024-04-21,10.75,,,,
2024-04-22,10.75,5.2043,,,
2024-04-23,10.75,5.1626,,,
2024-04-24,10.75,5.1592,,,
2024-04-25,10.75,5.1679,,,
2024-04-26,10.75,5.1184,,,
2024-04-27,10.75,,,,
2024-04-28,10.75,,,,
2024-04-29,10.75,5.1155,,,
2024-04-30,10.75,5.1718,,,
2024-05-01,10.75,,0.46,1453046.0,3.54
2024-05-02,10.75,5.1184,,,
2024-05-03,10.75,5.0668,,,
2024-05-04,10.75,,,,
2024-05-05,10.75,,,,
2024-05-06,10.75,5.0727,,,
2024-05-07,10.75,5.061,,,
2024-05-08,10.75,5.0887,,,
2024-05-09,10.5,5.1577,,,
2024-05-10,10.5,5.1464,,,
2024-05-11,10.5,,,,
2024-05-12,10.5,,,,
2024-05-13,10.5,5.1412,,,
2024-05-14,10.5,5.1356,,,
2024-05-15,10.5,5.1423,,,
2024-05-16,10.5,5.127,,,
2024-05-17,10.5,5.1157,,,
2024-05-18,10.5,,,,
2024-05-19,10.5,,,,
2024-05-20,10.5,5.1085,,,
2024-05-21,10.5,5.1037,,,
2024-05-22,10.5,5.1502,,,
2024-05-23,10.5,5.1443,,,
2024-05-24,10.5,5.1508,,,
2024-05-25,10.5,,,,
2024-05-26,10.5,,,,
2024-05-27,10.5,5.1704,,,
2024-05-28,10.5,5.1538,,,
2024-05-29,10.5,5.1972,,,
2024-05-30,10.5,,,,
2024-05-31,10.5,5.2416,,,
2024-06-01,10.5,,0.21,1501747.0,3.36
2024-06-02,10.5,,,,
2024-06-03,10.5,5.2373,,,
2024-06-04,10.5,5.2687,,,
2024-06-05,10.5,5.2841,,,
2024-06-06,10.5,5.2681,,,
2024-06-07,10.5,5.2802,,,
2024-06-08,10.5,,,,
2024-06-09,10.5,,,,
2024-06-10,10.5,5.3666,,,
2024-06-11,10.5,5.3524,,,
2024-06-12,10.5,5.3891,,,
2024-06-13,10.5,5.3974,,,
2024-06-14,10.5,5.363,,,
2024-06-15,10.5,,,,
2024-06-16,10.5,,,,
2024-06-17,10.5,5.413,,,
2024-06-18,10.5,5.4074,,,
2024-06-19,10.5,5.4647,,,
2024-06-20,10.5,5.4254,,,
2024-06-21,10.5,5.4416,,,
2024-06-22,10.5,,,,
2024-06-23,10.5,,,,
2024-06-24,10.5,5.4,,,
2024-06-25,10.5,5.429,,,
2024-06-26,10.5,5.5097,,,
2024-06-27,10.5,5.5229,,,
2024-06-28,10.5,5.5589,,,
2024-06-29,10.5,,,,
2024-06-30,10.5,,,,
2024-07-01,10.5,5.5893,0.38,1484623.0,3.2
2024-07-02,10.5,5.6677,,,
2024-07-03,10.5,5.5863,,,
2024-07-04,10.5,5.4839,,,
2024-07-05,10.5,5.497,,,
2024-07-06,10.5,,,,
2024-07-07,10.5,,,,
2024-07-08,10.5,5.472,,,
2024-07-09,10.5,5.4387,,,
2024-07-10,10.5,5.3967,,,
2024-07-11,10.5,5.41,,,
2024-07-12,10.5,5.4529,,,
2024-07-13,10.5,,,,
2024-07-14,10.5,,,,
2024-07-15,10.5,5.4563,,,
2024-07-16,10.5,5.4274,,,
2024-07-17,10.5,5.467,,,
2024-07-18,10.5,5.5426,,,
2024-07-19,10.5,5.5543,,,
2024-07-20,10.5,,,,
2024-07-21,10.5,,,,
2024-07-22,10.5,5.5598,,,
2024-07-23,10.5,5.5807,,,
2024-07-24,10.5,5.6346,,,
2024-07-25,10.5,5.6402,,,
2024-07-26,10.5,5.6465,,,
2024-07-27,10.5,,,,
2024-07-28,10.5,,,,
2024-07-29,10.5,5.6479,,,
2024-07-30,10.5,5.6532,,,
2024-07-31,10.5,5.6621,,,
2024-08-01,10.5,5.6681,-0.02,1497742.0,3.22
2024-08-02,10.5,5.7366,,,
2024-08-03,10.5,,,,
2024-08-04,10.5,,,,
2024-08-05,10.5,5.7646,,,
2024-08-06,10.5,5.6528,,,
2024-08-07,10.5,5.6093,,,
2024-08-08,10.5,5.6172,,,
2024-08-09,10.5,5.5115,,,
2024-08-10,10.5,,,,
2024-08-11,10.5,,,,
2024-08-12,10.5,5.4911,,,
2024-08-13,10.5,5.4875,,,
2024-08-14,10.5,5.4502,,,
2024-08-15,10.5,5.4651,,,
2024-08-16,10.5,5.4632,,,
2024-08-17,10.5,,,,
2024-08-18,10.5,,,,
2024-08-19,10.5,5.4237,,,
2024-08-20,10.5,5.4547,,,
2024-08-21,10.5,5.4707,,,
2024-08-22,10.5,5.5524,,,
2024-08-23,10.5,5.5263,,,
2024-08-24,10.5,,,,
2024-08-25,10.5,,,,
2024-08-26,10.5,5.4921,,,
2024-08-27,10.5,5.4969,,,
2024-08-28,10.5,5.5315,,,
2024-08-29,10.5,5.6358,,,
2024-08-30,10.5,5.6562,,,
2024-08-31,10.5,,,,
2024-09-01,10.5,,0.44,1535164.0,3.19
2024-09-02,10.5,5.623,,,
2024-09-03,10.5,5.6224,,,
2024-09-04,10.5,5.6359,,,
2024-09-05,10.5,5.6049,,,
2024-09-06,10.5,5.5702,,,
2024-09-07,10.5,,,,
2024-09-08,10.5,,,,
2024-09-09,10.5,5.6097,,,
2024-09-10,10.5,5.6254,,,
2024-09-11,10.5,5.6387,,,
2024-09-12,10.5,5.6554,,,
2024-09-13,10.5,5.5717,,,
2024-09-14,10.5,,,,
2024-09-15,10.5,,,,
2024-09-16,10.5,5.5207,,,
2024-09-17,10.5,5.501,,,
2024-09-18,10.5,5.4767,,,
2024-09-19,10.75,5.4189,,,
2024-09-20,10.75,5.4775,,,
2024-09-21,10.75,,,,
2024-09-22,10.75,,,,
2024-09-23,10.75,5.5446,,,
2024-09-24,10.75,5.4702,,,
2024-09-25,10.75,5.4736,,,
2024-09-26,10.75,5.4412,,,
2024-09-27,10.75,5.4431,,,
2024-09-28,10.75,,,,
2024-09-29,10.75,,,,
2024-09-30,10.75,5.4481,,,
2024-10-01,10.75,5.4521,0.56,1528367.0,3.14
2024-10-02,10.75,5.4305,,,
2024-10-03,10.75,5.485,,,
2024-10-04,10.75,5.4686,,,
2024-10-05,10.75,,,,
2024-10-06,10.75,,,,
2024-10-07,10.75,5.4626,,,
2024-10-08,10.75,5.5197,,,
2024-10-09,10.75,5.5737,,,
2024-10-10,10.75,5.5819,,,
2024-10-11,10.75,5.6263,,,
2024-10-12,10.75,,,,
2024-10-13,10.75,,,,
2024-10-14,10.75,5.6045,,,
2024-10-15,10.75,5.6378,,,
2024-10-16,10.75,5.6749,,,
2024-10-17,10.75,5.6758,,,
2024-10-18,10.75,5.6672,,,
2024-10-19,10.75,,,,
2024-10-20,10.75,,,,
2024-10-21,10.75,5.7068,,,
2024-10-22,10.75,5.6958,,,
2024-10-23,10.75,5.7149,,,
2024-10-24,10.75,5.7087,,,
2024-10-25,10.75,5.6969,,,
2024-10-26,10.75,,,,
2024-10-27,10.75,,,,
2024-10-28,10.75,5.6988,,,
2024-10-29,10.75,5.714,,,
2024-10-30,10.75,5.7801,,,
2024-10-31,10.75,5.7779,,,
2024-11-01,10.75,5.8073,0.39,1553346.0,3.09
2024-11-02,10.75,,,,
2024-11-03,10.75,,,,
2024-11-04,10.75,5.7898,,,
2024-11-05,10.75,5.7846,,,
2024-11-06,10.75,5.7648,,,
2024-11-07,11.25,5.6624,,,
2024-11-08,11.25,5.7648,,,
2024-11-09,11.25,,,,
2024-11-10,11.25,,,,
2024-11-11,11.25,5.798,,,
2024-11-12,11.25,5.7694,,,
2024-11-13,11.25,5.7713,,,
2024-11-14,11.25,5.7885,,,
2024-11-15,11.25,,,,
2024-11-16,11.25,,,,
2024-11-17,11.25,,,,
2024-11-18,11.25,5.7603,,,
2024-11-19,11.25,5.7743,,,
2024-11-20,11.25,,,,
2024-11-21,11.25,5.8173,,,
2024-11-22,11.25,5.8124,,,
2024-11-23,11.25,,,,
2024-11-24,11.25,,,,
2024-11-25,11.25,5.8002,,,
2024-11-26,11.25,5.799,,,
2024-11-27,11.25,5.8291,,,
2024-11-28,11.25,5.9871,,,
2024-11-29,11.25,6.0535,,,
2024-11-30,11.25,,,,
2024-12-01,11.25,,0.52,1602704.0,2.77
2024-12-02,11.25,6.0634,,,
2024-12-03,11.25,6.0707,,,
2024-12-04,11.25,6.0581,,,
2024-12-05,11.25,5.9849,,,
2024-12-06,11.25,6.0293,,,
2024-12-07,11.25,,,,
2024-12-08,11.25,,,,
2024-12-09,11.25,6.057,,,
2024-12-10,11.25,6.0529,,,
2024-12-11,11.25,6.032,,,
2024-12-12,12.25,5.9408,,,
2024-12-13,12.25,6.04,,,
2024-12-14,12.25,,,,
2024-12-15,12.25,,,,
2024-12-16,12.25,6.0509,,,
2024-12-17,12.25,6.1685,,,
2024-12-18,12.25,6.1624,,,
2024-12-19,12.25,6.1841,,,
2024-12-20,12.25,6.078,,,
2024-12-21,12.25,,,,
2024-12-22,12.25,,,,
2024-12-23,12.25,6.1612,,,
2024-12-24,12.25,6.1541,,,
2024-12-25,12.25,,,,
2024-12-26,12.25,6.1656,,,
2024-12-27,12.25,6.1991,,,
2024-12-28,12.25,,,,
2024-12-29,12.25,,,,
2024-12-30,12.25,6.1923,,,
2024-12-31,12.25,6.1923,,,
2025-01-01,12.25,,0.16,1550575.0,3.12
2025-01-02,12.25,6.2086,,,
2025-01-03,12.25,6.1563,,,
2025-01-04,12.25,,,,
2025-01-05,12.25,,,,
2025-01-06,12.25,6.1119,,,
2025-01-07,12.25,6.0741,,,
2025-01-08,12.25,6.1321,,,
2025-01-09,12.25,6.0896,,,
2025-01-10,12.25,6.0965,,,
2025-01-11,12.25,,,,
2025-01-12,12.25,,,,
2025-01-13,12.25,6.1079,,,
2025-01-14,12.25,6.0671,,,
2025-01-15,12.25,6.0377,,,
2025-01-16,12.25,6.0322,,,
2025-01-17,12.25,6.0609,,,
2025-01-18,12.25,,,,
2025-01-19,12.25,,,,
2025-01-20,12.25,6.0498,,,
2025-01-21,12.25,6.044,,,
2025-01-22,12.25,5.9674,,,
2025-01-23,12.25,5.9399,,,
2025-01-24,12.25,5.8925,,,
2025-01-25,12.25,,,,
2025-01-26,12.25,,,,
2025-01-27,12.25,5.9272,,,
2025-01-28,12.25,5.893,,,
2025-01-29,12.25,5.8596,,,
2025-01-30,13.25,5.9006,,,
2025-01-31,13.25,5.8301,,,
2025-02-01,13.25,,1.31,1563912.0,3.26
2025-02-02,13.25,,,,
2025-02-03,13.25,5.8687,,,
2025-02-04,13.25,5.7927,,,
2025-02-05,13.25,5.7997,,,
2025-02-06,13.25,5.7856,,,
2025-02-07,13.25,5.7557,,,
2025-02-08,13.25,,,,
2025-02-09,13.25,,,,
2025-02-10,13.25,5.7808,,,
2025-02-11,13.25,5.7788,,,
2025-02-12,13.25,5.7711,,,
2025-02-13,13.25,5.7788,,,
2025-02-14,13.25,5.7283,,,
2025-02-15,13.25,,,,
2025-02-16,13.25,,,,
2025-02-17,13.25,5.7105,,,
2025-02-18,13.25,5.6979,,,
2025-02-19,13.25,5.7087,,,
2025-02-20,13.25,5.7019,,,
2025-02-21,13.25,5.7027,,,
2025-02-22,13.25,,,,
2025-02-23,13.25,,,,
2025-02-24,13.25,5.7258,,,
2025-02-25,13.25,5.7779,,,
2025-02-26,13.25,5.7757,,,
2025-02-27,13.25,5.8228,,,
2025-02-28,13.25,5.8488,,,
2025-03-01,13.25,,0.56,1579508.0,3.2
2025-03-02,13.25,,,,
2025-03-03,13.25,,,,
2025-03-04,13.25,,,,
2025-03-05,13.25,5.7914,,,
2025-03-06,13.25,5.7489,,,
2025-03-07,13.25,5.7688,,,
2025-03-08,13.25,,,,
2025-03-09,13.25,,,,
2025-03-10,13.25,5.793,,,
2025-03-11,13.25,5.8346,,,
2025-03-12,13.25,5.8268,,,
2025-03-13,13.25,5.8131,,,
2025-03-14,13.25,5.7419,,,
2025-03-15,13.25,,,,
2025-03-16,13.25,,,,
2025-03-17,13.25,5.7082,,,
2025-03-18,13.25,5.6852,,,
2025-03-19,13.25,5.6657,,,
2025-03-20,14.25,5.6628,,,
2025-03-21,14.25,5.7241,,,
2025-03-22,14.25,,,,
2025-03-23,14.25,,,,
2025-03-24,14.25,5.7403,,,
2025-03-25,14.25,5.6992,,,
2025-03-26,14.25,5.7298,,,
2025-03-27,14.25,5.7474,,,
2025-03-28,14.25,5.766,,,
2025-03-29,14.25,,,,
2025-03-30,14.25,,,,
2025-03-31,14.25,5.7422,,,
2025-04-01,14.25,5.7051,0.43,1573232.0,3.48
2025-04-02,14.25,5.6923,,,
2025-04-03,14.25,5.6067,,,
2025-04-04,14.25,5.7777,,,
2025-04-05,14.25,,,,
2025-04-06,14.25,,,,
2025-04-07,14.25,5.8877,,,
2025-04-08,14.25,5.9368,,,
2025-04-09,14.25,6.0605,,,
2025-04-10,14.25,5.9115,,,
2025-04-11,14.25,5.8737,,,
2025-04-12,14.25,,,,
2025-04-13,14.25,,,,
2025-04-14,14.25,5.8425,,,
2025-04-15,14.25,5.8707,,,
2025-04-16,14.25,5.8808,,,
2025-04-17,14.25,5.8559,,,
2025-04-18,14.25,,,,
2025-04-19,14.25,,,,
2025-04-20,14.25,,,,
2025-04-21,14.25,,,,
2025-04-22,14.25,5.7496,,,
2025-04-23,14.25,5.688,,,
2025-04-24,14.25,5.6738,,,
2025-04-25,14.25,5.6846,,,
2025-04-26,14.25,,,,
2025-04-27,14.25,,,,
2025-04-28,14.25,5.6681,,,
2025-04-29,14.25,5.6467,,,
2025-04-30,14.25,5.6608,,,
2025-05-01,14.25,,0.26,1590252.0,3.48
2025-05-02,14.25,5.6394,,,
2025-05-03,14.25,,,,
2025-05-04,14.25,,,,
2025-05-05,14.25,5.652,,,
2025-05-06,14.25,5.721,,,
2025-05-07,14.25,5.7375,,,
2025-05-08,14.75,5.686,,,
2025-05-09,14.75,5.6511,,,
2025-05-10,14.75,,,,
2025-05-11,14.75,,,,
2025-05-12,14.75,5.6822,,,
2025-05-13,14.75,5.6262,,,
2025-05-14,14.75,5.61,,,
2025-05-15,14.75,5.6328,,,
2025-05-16,14.75,5.6925,,,
2025-05-17,14.75,,,,
2025-05-18,14.75,,,,
2025-05-19,14.75,5.6591,,,
2025-05-20,14.75,5.662,,,
2025-05-21,14.75,5.6571,,,
2025-05-22,14.75,5.639,,,
2025-05-23,14.75,5.6932,,,
2025-05-24,14.75,,,,
2025-05-25,14.75,,,,
2025-05-26,14.75,5.6619,,,
2025-05-27,14.75,5.6539,,,
2025-05-28,14.75,5.6936,,,
2025-05-29,14.75,5.6559,,,
2025-05-30,14.75,5.7087,,,
2025-05-31,14.75,,,,
2025-06-01,14.75,,0.24,1587531.0,3.51
2025-06-02,14.75,5.6937,,,
2025-06-03,14.75,5.6694,,,
2025-06-04,14.75,5.6332,,,
2025-06-05,14.75,5.5969,,,
2025-06-06,14.75,5.5947,,,
2025-06-07,14.75,,,,
2025-06-08,14.75,,,,
2025-06-09,14.75,5.576,,,
2025-06-10,14.75,5.5557,,,
2025-06-11,14.75,5.539,,,
2025-06-12,14.75,5.5388,,,
2025-06-13,14.75,5.5652,,,
2025-06-14,14.75,,,,
2025-06-15,14.75,,,,
2025-06-16,14.75,5.5123,,,
2025-06-17,14.75,5.4773,,,
2025-06-18,14.75,5.4879,,,
2025-06-19,15.0,,,,
2025-06-20,15.0,5.4957,,,
2025-06-21,15.0,,,,
2025-06-22,15.0,,,,
2025-06-23,15.0,5.5213,,,
2025-06-24,15.0,5.4938,,,
2025-06-25,15.0,5.5427,,,
2025-06-26,15.0,5.5145,,,
2025-06-27,15.0,5.4759,,,
2025-06-28,15.0,,,,
2025-06-29,15.0,,,,
2025-06-30,15.0,5.4571,,,
2025-07-01,15.0,5.4511,0.26,1567774.0,3.71
2025-07-02,15.0,5.4512,,,
2025-07-03,15.0,5.4208,,,
2025-07-04,15.0,5.409,,,
2025-07-05,15.0,,,,
2025-07-06,15.0,,,,
2025-07-07,15.0,5.4552,,,
2025-07-08,15.0,5.4571,,,
2025-07-09,15.0,5.4626,,,
2025-07-10,15.0,5.5433,,,
2025-07-11,15.0,5.5722,,,
2025-07-12,15.0,,,,
2025-07-13,15.0,,,,
2025-07-14,15.0,5.5595,,,
2025-07-15,15.0,5.5576,,,
2025-07-16,15.0,5.5722,,,
2025-07-17,15.0,5.5737,,,
2025-07-18,15.0,5.5466,,,
2025-07-19,15.0,,,,
2025-07-20,15.0,,,,
2025-07-21,15.0,5.5625,,,
2025-07-22,15.0,5.5709,,,
2025-07-23,15.0,5.5537,,,
2025-07-24,15.0,5.5239,,,
2025-07-25,15.0,5.5426,,,
2025-07-26,15.0,,,,
2025-07-27,15.0,,,,
2025-07-28,15.0,5.5877,,,
2025-07-29,15.0,5.5764,,,
2025-07-30,15.0,5.6034,,,
2025-07-31,15.0,5.6021,,,
2025-08-01,15.0,5.5436,-0.11,1567679.0,3.78
2025-08-02,15.0,,,,
2025-08-03,15.0,,,,
2025-08-04,15.0,5.5113,,,
2025-08-05,15.0,5.5119,,,
2025-08-06,15.0,5.4802,,,
2025-08-07,15.0,5.4638,,,
2025-08-08,15.0,5.4254,,,
2025-08-09,15.0,,,,
2025-08-10,15.0,,,,
2025-08-11,15.0,5.4473,,,
2025-08-12,15.0,5.4052,,,
2025-08-13,15.0,5.3928,,,
2025-08-14,15.0,5.4095,,,
2025-08-15,15.0,5.3928,,,
2025-08-16,15.0,,,,
2025-08-17,15.0,,,,
2025-08-18,15.0,5.4155,,,
2025-08-19,15.0,5.4716,,,
2025-08-20,15.0,5.4726,,,
2025-08-21,15.0,5.4828,,,
2025-08-22,15.0,5.4392,,,
2025-08-23,15.0,,,,
2025-08-24,15.0,,,,
2025-08-25,15.0,5.4174,,,
2025-08-26,15.0,5.4218,,,
2025-08-27,15.0,5.4428,,,
2025-08-28,15.0,5.4115,,,
2025-08-29,15.0,5.4264,,,
2025-08-30,15.0,,,,
2025-08-31,15.0,,,,
2025-09-01,15.0,5.4378,0.48,1585934.0,3.65
2025-09-02,15.0,5.468,,,
2025-09-03,15.0,5.4485,,,
2025-09-04,15.0,5.4587,,,
2025-09-05,15.0,5.3968,,,
2025-09-06,15.0,,,,
2025-09-07,15.0,,,,
2025-09-08,15.0,5.4278,,,
2025-09-09,15.0,5.4278,,,
2025-09-10,15.0,5.4123,,,
2025-09-11,15.0,5.3858,,,
2025-09-12,15.0,5.3677,,,
2025-09-13,15.0,,,,
2025-09-14,15.0,,,,
2025-09-15,15.0,5.3208,,,
2025-09-16,15.0,5.3096,,,
2025-09-17,15.0,5.3011,,,
2025-09-18,15.0,5.301,,,
2025-09-19,15.0,5.3276,,,
2025-09-20,15.0,,,,
2025-09-21,15.0,,,,
2025-09-22,15.0,5.3457,,,
2025-09-23,15.0,5.3063,,,
2025-09-24,15.0,5.3112,,,
2025-09-25,15.0,5.3425,,,
2025-09-26,15.0,5.3445,,,
2025-09-27,15.0,,,,
2025-09-28,15.0,,,,
2025-09-29,15.0,5.3229,,,
2025-09-30,15.0,5.3186,,,
2025-10-01,15.0,5.3208,0.09,1575298.0,3.72
2025-10-02,15.0,5.3449,,,
2025-10-03,15.0,5.3498,,,
2025-10-04,15.0,,,,
2025-10-05,15.0,,,,
2025-10-06,15.0,5.3226,,,
